row_id,order_id,order_date,ship_date,segment,category,sub_category,product_name,region,state,city,sales,profit,discount,quantity,month,discount_bucket
5993,US-2017-163300,2017-09-15,2017-09-21,Consumer,Furniture,Chairs,Global Deluxe Steno Chair,West,California,Los Angeles,184.75,-20.78,0.2,3,2017-09,10-20%
5994,CA-2016-162187,2016-12-11,2016-12-11,Corporate,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,East,Ohio,Columbus,64.96,-4.06,0.2,5,2016-12,10-20%
5995,CA-2016-162187,2016-12-11,2016-12-11,Corporate,Office Supplies,Supplies,"Elite 5"" Scissors",East,Ohio,Columbus,13.52,1.69,0.2,2,2016-12,10-20%
5996,CA-2016-162187,2016-12-11,2016-12-11,Corporate,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",East,Ohio,Columbus,458.43,-137.53,0.3,5,2016-12,>20%
5997,CA-2016-162187,2016-12-11,2016-12-11,Corporate,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6'",East,Ohio,Columbus,387.14,24.2,0.2,4,2016-12,10-20%
5998,CA-2016-162187,2016-12-11,2016-12-11,Corporate,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",East,Ohio,Columbus,328.59,-147.87,0.4,3,2016-12,>20%
5999,US-2014-112991,2014-12-10,2014-12-14,Corporate,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,West,Idaho,Caldwell,338.35,4.23,0.2,3,2014-12,10-20%
6000,US-2014-112991,2014-12-10,2014-12-14,Corporate,Office Supplies,Paper,Xerox 1931,West,Idaho,Caldwell,25.92,12.44,0.0,4,2014-12,0%
6001,US-2014-112991,2014-12-10,2014-12-14,Corporate,Office Supplies,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",West,Idaho,Caldwell,91.36,42.03,0.0,4,2014-12,0%
6002,CA-2014-124079,2014-12-13,2014-12-17,Corporate,Furniture,Furnishings,"Electrix Incandescent Magnifying Lamp, Black",West,Arizona,Phoenix,87.96,7.7,0.2,3,2014-12,10-20%
6003,CA-2014-124079,2014-12-13,2014-12-17,Corporate,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",West,Arizona,Phoenix,5.21,-4.17,0.7,2,2014-12,>20%
6004,US-2017-146878,2017-09-21,2017-09-27,Consumer,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",South,Florida,Miami,12.29,-8.61,0.7,1,2017-09,>20%
6005,CA-2017-107244,2017-09-07,2017-09-11,Consumer,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",West,California,Los Angeles,19.76,8.3,0.0,4,2017-09,0%
6006,CA-2015-100657,2015-11-02,2015-11-07,Consumer,Furniture,Chairs,"Global Armless Task Chair, Royal Blue",East,New York,Troy,109.76,8.54,0.1,2,2015-11,0-10%
6007,CA-2017-129581,2017-12-11,2017-12-18,Corporate,Technology,Phones,Plantronics MX500i Earset,East,Massachusetts,New Bedford,128.85,3.87,0.0,3,2017-12,0%
6008,CA-2017-129028,2017-04-01,2017-04-03,Corporate,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",South,South Carolina,Florence,127.95,21.75,0.0,3,2017-04,0%
6009,CA-2015-135580,2015-12-30,2016-01-03,Consumer,Office Supplies,Paper,Xerox 1929,West,California,Los Angeles,68.52,31.52,0.0,3,2015-12,0%
6010,CA-2015-135580,2015-12-30,2016-01-03,Consumer,Office Supplies,Storage,2300 Heavy-Duty Transfer File Systems by Perma,West,California,Los Angeles,74.94,14.24,0.0,3,2015-12,0%
6011,CA-2015-135580,2015-12-30,2016-01-03,Consumer,Technology,Machines,Zebra GX420t Direct Thermal/Thermal Transfer Printer,West,California,Los Angeles,2548.56,286.71,0.2,6,2015-12,10-20%
6012,CA-2015-135580,2015-12-30,2016-01-03,Consumer,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,West,California,Los Angeles,271.44,122.15,0.0,3,2015-12,0%
6013,CA-2015-135580,2015-12-30,2016-01-03,Consumer,Technology,Phones,Cisco SPA 502G IP Phone,West,California,Los Angeles,287.88,35.99,0.2,3,2015-12,10-20%
6014,CA-2016-159016,2016-03-10,2016-03-11,Home Office,Office Supplies,Paper,Rediform Voice Mail Log Books,West,California,Los Angeles,14.9,7.15,0.0,5,2016-03,0%
6015,CA-2016-159016,2016-03-10,2016-03-11,Home Office,Technology,Phones,Apple iPhone 5,West,California,Los Angeles,4158.91,363.9,0.2,8,2016-03,10-20%
6016,CA-2014-102652,2014-04-06,2014-04-12,Corporate,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,West,California,Los Angeles,91.96,15.63,0.0,2,2014-04,0%
6017,CA-2014-102652,2014-04-06,2014-04-12,Corporate,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,West,California,Los Angeles,33.11,12.91,0.0,7,2014-04,0%
6018,CA-2014-102652,2014-04-06,2014-04-12,Corporate,Office Supplies,Paper,Xerox 211,West,California,Los Angeles,19.44,9.33,0.0,3,2014-04,0%
6019,CA-2014-102652,2014-04-06,2014-04-12,Corporate,Office Supplies,Paper,Xerox 194,West,California,Los Angeles,55.48,26.63,0.0,1,2014-04,0%
6020,CA-2014-152422,2014-10-05,2014-10-10,Consumer,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,East,Ohio,Columbus,91.92,11.49,0.2,5,2014-10,10-20%
6021,US-2016-156692,2016-08-13,2016-08-13,Consumer,Office Supplies,Appliances,Staple holder,South,Louisiana,Kenner,17.34,4.68,0.0,2,2016-08,0%
6022,US-2016-156692,2016-08-13,2016-08-13,Consumer,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,South,Louisiana,Kenner,71.98,15.12,0.0,2,2016-08,0%
6023,CA-2014-130869,2014-11-17,2014-11-21,Consumer,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",Central,Texas,Cedar Hill,7.08,2.48,0.2,3,2014-11,10-20%
6024,US-2017-128832,2017-04-24,2017-04-27,Corporate,Technology,Accessories,V7 USB Numeric Keypad,East,Rhode Island,Providence,69.98,4.9,0.0,2,2017-04,0%
6025,CA-2017-139717,2017-08-24,2017-08-26,Consumer,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,East,Ohio,Lancaster,646.27,64.63,0.2,8,2017-08,10-20%
6026,CA-2017-139717,2017-08-24,2017-08-26,Consumer,Office Supplies,Paper,Xerox 1966,East,Ohio,Lancaster,10.37,3.76,0.2,2,2017-08,10-20%
6027,CA-2017-136007,2017-02-23,2017-03-02,Corporate,Office Supplies,Fasteners,Alliance Rubber Bands,West,Washington,Seattle,8.4,0.34,0.0,5,2017-02,0%
6028,CA-2017-136007,2017-02-23,2017-03-02,Corporate,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,West,Washington,Seattle,71.96,25.19,0.2,5,2017-02,10-20%
6029,CA-2016-157364,2016-11-19,2016-11-21,Consumer,Office Supplies,Art,Deluxe Chalkboard Eraser Cleaner,South,North Carolina,Jacksonville,18.48,6.01,0.2,2,2016-11,10-20%
6030,US-2016-112970,2016-11-14,2016-11-15,Consumer,Office Supplies,Art,Newell 35,West,California,Los Angeles,9.84,2.85,0.0,3,2016-11,0%
6031,US-2017-152492,2017-07-06,2017-07-06,Consumer,Furniture,Chairs,Global Comet Stacking Armless Chair,South,Florida,Miami,239.24,23.92,0.2,1,2017-07,10-20%
6032,CA-2016-101168,2016-12-25,2017-01-01,Corporate,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",East,New Hampshire,Nashua,21.12,6.55,0.0,4,2016-12,0%
6033,CA-2017-104010,2017-04-23,2017-04-25,Consumer,Office Supplies,Supplies,Fiskars Softgrip Scissors,East,New York,New York City,54.9,15.37,0.0,5,2017-04,0%
6034,CA-2015-130253,2015-12-14,2015-12-18,Home Office,Furniture,Furnishings,"Master Caster Door Stop, Gray",West,California,Los Angeles,15.24,5.18,0.0,3,2015-12,0%
6035,US-2015-155369,2015-04-19,2015-04-25,Consumer,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",Central,Texas,Carrollton,19.57,-52.83,0.8,2,2015-04,>20%
6036,US-2015-155369,2015-04-19,2015-04-25,Consumer,Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine,Central,Texas,Carrollton,310.39,-512.15,0.8,4,2015-04,>20%
6037,CA-2016-131205,2016-09-04,2016-09-08,Consumer,Furniture,Furnishings,Coloredge Poster Frame,South,Kentucky,Georgetown,42.6,16.61,0.0,3,2016-09,0%
6038,CA-2016-131205,2016-09-04,2016-09-08,Consumer,Office Supplies,Binders,Poly Designer Cover & Back,South,Kentucky,Georgetown,113.94,54.69,0.0,6,2016-09,0%
6039,CA-2016-131205,2016-09-04,2016-09-08,Consumer,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,South,Kentucky,Georgetown,129.92,5.2,0.0,4,2016-09,0%
6040,CA-2016-131205,2016-09-04,2016-09-08,Consumer,Office Supplies,Art,Nontoxic Chalk,South,Kentucky,Georgetown,5.28,2.53,0.0,3,2016-09,0%
6041,CA-2017-122364,2017-09-24,2017-09-29,Corporate,Technology,Phones,Wilson Electronics DB Pro Signal Booster,West,California,Los Angeles,859.2,75.18,0.2,3,2017-09,10-20%
6042,CA-2017-122364,2017-09-24,2017-09-29,Corporate,Technology,Machines,Socket Bluetooth Cordless Hand Scanner (CHS),West,California,Los Angeles,506.28,177.2,0.2,3,2017-09,10-20%
6043,CA-2016-117912,2016-02-04,2016-02-08,Consumer,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,West,Arizona,Sierra Vista,14.37,3.95,0.2,2,2016-02,10-20%
6044,CA-2017-145702,2017-05-19,2017-05-24,Corporate,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,South,Tennessee,Knoxville,314.35,-35.36,0.2,3,2017-05,10-20%
6045,CA-2017-145702,2017-05-19,2017-05-24,Corporate,Office Supplies,Paper,Xerox 1949,South,Tennessee,Knoxville,27.89,10.11,0.2,7,2017-05,10-20%
6046,CA-2015-113215,2015-09-03,2015-09-08,Corporate,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",West,Arizona,Tucson,238.15,89.31,0.2,3,2015-09,10-20%
6047,CA-2016-154662,2016-06-09,2016-06-16,Home Office,Furniture,Tables,"Bush Cubix Conference Tables, Fully Assembled",Central,Minnesota,Minneapolis,692.94,173.24,0.0,3,2016-06,0%
6048,CA-2015-105571,2015-11-07,2015-11-11,Corporate,Office Supplies,Binders,Avery Hanging File Binders,South,Florida,Miami,16.15,-12.92,0.7,9,2015-11,>20%
6049,CA-2015-105571,2015-11-07,2015-11-11,Corporate,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,South,Florida,Miami,1345.49,-1031.54,0.7,5,2015-11,>20%
6050,CA-2016-152765,2016-06-15,2016-06-18,Consumer,Office Supplies,Paper,Xerox 19,Central,Texas,Houston,173.49,54.22,0.2,7,2016-06,10-20%
6051,CA-2015-153878,2015-04-25,2015-04-30,Consumer,Office Supplies,Art,Newell 324,Central,Wisconsin,Milwaukee,57.75,16.17,0.0,5,2015-04,0%
6052,CA-2015-153878,2015-04-25,2015-04-30,Consumer,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,Central,Wisconsin,Milwaukee,272.4,76.27,0.0,5,2015-04,0%
6053,CA-2016-124016,2016-09-23,2016-09-26,Home Office,Office Supplies,Paper,Xerox 1970,East,Ohio,Lancaster,11.95,4.03,0.2,3,2016-09,10-20%
6054,CA-2016-124016,2016-09-23,2016-09-26,Home Office,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",East,Ohio,Lancaster,28.0,7.7,0.2,4,2016-09,10-20%
6055,CA-2016-124016,2016-09-23,2016-09-26,Home Office,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,East,Ohio,Lancaster,12.2,-9.76,0.7,7,2016-09,>20%
6056,CA-2016-113551,2016-08-18,2016-08-20,Consumer,Office Supplies,Binders,GBC Wire Binding Combs,Central,Texas,Edinburg,2.07,-3.41,0.8,1,2016-08,>20%
6057,CA-2016-113551,2016-08-18,2016-08-20,Consumer,Office Supplies,Paper,Advantus Motivational Note Cards,Central,Texas,Edinburg,83.84,30.39,0.2,8,2016-08,10-20%
6058,CA-2014-107524,2014-03-02,2014-03-08,Home Office,Office Supplies,Envelopes,Staple envelope,East,New York,New York City,11.36,5.34,0.0,2,2014-03,0%
6059,CA-2014-107524,2014-03-02,2014-03-08,Home Office,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",East,New York,New York City,36.4,17.47,0.0,5,2014-03,0%
6060,CA-2014-138072,2014-12-30,2015-01-03,Consumer,Technology,Accessories,"Maxell Pro 80 Minute CD-R, 10/Pack",East,Pennsylvania,Philadelphia,27.97,6.99,0.2,2,2014-12,10-20%
6061,CA-2015-134201,2015-04-10,2015-04-16,Home Office,Office Supplies,Storage,Steel Personal Filing/Posting Tote,East,New York,Rochester,142.04,38.35,0.0,4,2015-04,0%
6062,CA-2015-134201,2015-04-10,2015-04-16,Home Office,Office Supplies,Art,Faber Castell Col-Erase Pencils,East,New York,Rochester,14.67,6.01,0.0,3,2015-04,0%
6063,CA-2015-111780,2015-12-25,2015-12-30,Consumer,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,West,California,San Diego,1199.96,224.99,0.2,5,2015-12,10-20%
6064,CA-2015-111780,2015-12-25,2015-12-30,Consumer,Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",West,California,San Diego,12.6,6.17,0.0,3,2015-12,0%
6065,CA-2015-111780,2015-12-25,2015-12-30,Consumer,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),West,California,San Diego,17.94,8.07,0.0,3,2015-12,0%
6066,CA-2015-119942,2015-04-05,2015-04-07,Consumer,Office Supplies,Labels,Avery 499,East,Pennsylvania,Philadelphia,23.9,7.77,0.2,6,2015-04,10-20%
6067,CA-2015-151547,2015-01-17,2015-01-23,Consumer,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",South,Tennessee,Bartlett,88.96,10.01,0.2,8,2015-01,10-20%
6068,CA-2017-166695,2017-05-20,2017-05-24,Home Office,Furniture,Chairs,"Global Geo Office Task Chair, Gray",West,California,Lakewood,518.27,-97.18,0.2,8,2017-05,10-20%
6069,CA-2017-166695,2017-05-20,2017-05-24,Home Office,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,West,California,Lakewood,6.98,3.35,0.0,1,2017-05,0%
6070,CA-2017-166695,2017-05-20,2017-05-24,Home Office,Technology,Machines,Okidata B400 Printer,West,California,Lakewood,343.2,38.61,0.2,1,2017-05,10-20%
6071,CA-2017-167542,2017-08-13,2017-08-20,Corporate,Office Supplies,Labels,Avery 486,East,Pennsylvania,Philadelphia,17.54,5.92,0.2,3,2017-08,10-20%
6072,CA-2015-120901,2015-12-31,2016-01-04,Consumer,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,Central,Texas,Austin,152.69,-26.72,0.2,2,2015-12,10-20%
6073,CA-2015-120901,2015-12-31,2016-01-04,Consumer,Office Supplies,Fasteners,Stockwell Push Pins,Central,Texas,Austin,3.49,0.57,0.2,2,2015-12,10-20%
6074,CA-2015-120901,2015-12-31,2016-01-04,Consumer,Office Supplies,Supplies,Staple remover,Central,Texas,Austin,5.89,-1.32,0.2,2,2015-12,10-20%
6075,CA-2017-121398,2017-12-25,2017-12-29,Corporate,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,West,California,Los Angeles,153.55,51.82,0.2,3,2017-12,10-20%
6076,CA-2017-121398,2017-12-25,2017-12-29,Corporate,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",West,California,Los Angeles,270.62,2.71,0.0,2,2017-12,0%
6077,CA-2016-151561,2016-09-01,2016-09-07,Consumer,Technology,Accessories,Enermax Aurora Lite Keyboard,East,New York,New York City,468.9,206.32,0.0,6,2016-09,0%
6078,CA-2016-151561,2016-09-01,2016-09-07,Consumer,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,East,New York,New York City,72.48,30.44,0.0,2,2016-09,0%
6079,CA-2016-151561,2016-09-01,2016-09-07,Consumer,Office Supplies,Supplies,Acme Value Line Scissors,East,New York,New York City,10.95,3.29,0.0,3,2016-09,0%
6080,CA-2016-151561,2016-09-01,2016-09-07,Consumer,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",East,New York,New York City,191.82,61.38,0.0,3,2016-09,0%
6081,CA-2017-154676,2017-08-05,2017-08-08,Home Office,Office Supplies,Storage,"Tennsco Lockers, Sand",Central,Texas,Houston,151.06,7.55,0.2,9,2017-08,10-20%
6082,US-2014-165589,2014-02-18,2014-02-18,Consumer,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",Central,Texas,Lubbock,25.16,-11.32,0.6,5,2014-02,>20%
6083,US-2016-132577,2016-11-22,2016-11-27,Consumer,Office Supplies,Binders,Wilson Jones Impact Binders,Central,Texas,Houston,6.22,-9.63,0.8,6,2016-11,>20%
6084,US-2016-132577,2016-11-22,2016-11-27,Consumer,Office Supplies,Art,Newell 348,Central,Texas,Houston,23.62,2.66,0.2,9,2016-11,10-20%
6085,US-2016-132577,2016-11-22,2016-11-27,Consumer,Technology,Accessories,KeyTronic KT800P2 - Keyboard - Black,Central,Texas,Houston,24.03,-0.6,0.2,2,2016-11,10-20%
6086,US-2016-132577,2016-11-22,2016-11-27,Consumer,Office Supplies,Labels,Avery 494,Central,Texas,Houston,2.09,0.68,0.2,1,2016-11,10-20%
6087,US-2016-132577,2016-11-22,2016-11-27,Consumer,Office Supplies,Binders,Accohide Poly Flexible Ring Binders,Central,Texas,Houston,4.49,-6.73,0.8,6,2016-11,>20%
6088,CA-2015-114048,2015-12-14,2015-12-18,Consumer,Furniture,Furnishings,Staple-based wall hangings,West,California,Costa Mesa,29.22,12.86,0.0,3,2015-12,0%
6089,CA-2015-137281,2015-06-13,2015-06-17,Corporate,Office Supplies,Paper,Xerox 202,South,Georgia,Roswell,6.48,3.11,0.0,1,2015-06,0%
6090,US-2017-162068,2017-12-28,2017-12-31,Corporate,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,West,Colorado,Loveland,1.19,-0.99,0.7,2,2017-12,>20%
6091,CA-2017-100111,2017-09-20,2017-09-26,Consumer,Furniture,Chairs,Hon Valutask Swivel Chairs,East,New York,New York City,272.65,18.18,0.1,3,2017-09,0-10%
6092,CA-2017-100111,2017-09-20,2017-09-26,Consumer,Technology,Accessories,"Logitech Wireless Boombox Speaker - portable - wireless, wired",East,New York,New York City,212.8,95.76,0.0,2,2017-09,0%
6093,CA-2017-100111,2017-09-20,2017-09-26,Consumer,Office Supplies,Paper,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",East,New York,New York City,38.52,18.1,0.0,9,2017-09,0%
6094,CA-2017-100111,2017-09-20,2017-09-26,Consumer,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,East,New York,New York City,72.64,21.79,0.0,2,2017-09,0%
6095,CA-2017-100111,2017-09-20,2017-09-26,Consumer,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",East,New York,New York City,45.4,12.71,0.0,4,2017-09,0%
6096,CA-2017-100111,2017-09-20,2017-09-26,Consumer,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16 x 11",East,New York,New York City,13.76,6.33,0.0,2,2017-09,0%
6097,CA-2017-100111,2017-09-20,2017-09-26,Consumer,Furniture,Chairs,"Global Leather Task Chair, Black",East,New York,New York City,80.99,8.1,0.1,1,2017-09,0-10%
6098,CA-2017-100111,2017-09-20,2017-09-26,Consumer,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",East,New York,New York City,11.78,3.98,0.2,3,2017-09,10-20%
6099,CA-2017-100111,2017-09-20,2017-09-26,Consumer,Office Supplies,Fasteners,Advantus Push Pins,East,New York,New York City,4.36,1.79,0.0,2,2017-09,0%
6100,CA-2017-100111,2017-09-20,2017-09-26,Consumer,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,East,New York,New York City,2888.13,609.72,0.1,11,2017-09,0-10%
6101,CA-2017-100111,2017-09-20,2017-09-26,Consumer,Technology,Phones,Apple iPhone 5,East,New York,New York City,1299.66,350.91,0.0,2,2017-09,0%
6102,CA-2017-100111,2017-09-20,2017-09-26,Consumer,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,East,New York,New York City,2254.41,375.74,0.1,5,2017-09,0-10%
6103,CA-2017-100111,2017-09-20,2017-09-26,Consumer,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,East,New York,New York City,104.85,28.31,0.0,3,2017-09,0%
6104,CA-2017-100111,2017-09-20,2017-09-26,Consumer,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,East,New York,New York City,59.97,20.39,0.0,3,2017-09,0%
6105,US-2017-132381,2017-08-22,2017-08-24,Home Office,Furniture,Tables,Bevis Boat-Shaped Conference Table,East,Pennsylvania,Philadelphia,314.53,-83.88,0.4,2,2017-08,>20%
6106,CA-2015-147011,2015-06-18,2015-06-22,Corporate,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",South,Florida,Miami,13.63,3.58,0.2,4,2015-06,10-20%
6107,CA-2014-120852,2014-12-20,2014-12-25,Consumer,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,Central,Texas,Grand Prairie,19.43,-49.55,0.8,2,2014-12,>20%
6108,CA-2014-120852,2014-12-20,2014-12-25,Consumer,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,Central,Texas,Grand Prairie,65.44,-8.18,0.2,5,2014-12,10-20%
6109,CA-2016-150007,2016-09-11,2016-09-16,Consumer,Office Supplies,Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,Central,Illinois,Chicago,6.0,2.1,0.2,2,2016-09,10-20%
6110,CA-2016-150007,2016-09-11,2016-09-16,Consumer,Office Supplies,Binders,Insertable Tab Indexes For Data Binders,Central,Illinois,Chicago,1.91,-3.24,0.8,3,2016-09,>20%
6111,CA-2016-124590,2016-11-12,2016-11-16,Consumer,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",East,Ohio,Parma,1474.8,-21.07,0.3,7,2016-11,>20%
6112,CA-2016-124590,2016-11-12,2016-11-16,Consumer,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",East,Ohio,Parma,110.1,33.03,0.2,2,2016-11,10-20%
6113,CA-2016-124590,2016-11-12,2016-11-16,Consumer,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,East,Ohio,Parma,16.75,5.44,0.2,6,2016-11,10-20%
6114,CA-2016-124590,2016-11-12,2016-11-16,Consumer,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",East,Ohio,Parma,1537.07,0.0,0.3,9,2016-11,>20%
6115,CA-2016-124590,2016-11-12,2016-11-16,Consumer,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,East,Ohio,Parma,449.37,-12.84,0.3,2,2016-11,>20%
6116,CA-2016-133802,2016-03-14,2016-03-20,Corporate,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,West,California,Redwood City,41.9,14.14,0.2,6,2016-03,10-20%
6117,US-2016-113677,2016-11-13,2016-11-19,Home Office,Technology,Phones,Xiaomi Mi3,East,New York,New York City,2279.96,592.79,0.0,4,2016-11,0%
6118,US-2016-113677,2016-11-13,2016-11-19,Home Office,Office Supplies,Labels,Avery 499,East,New York,New York City,14.94,6.87,0.0,3,2016-11,0%
6119,CA-2017-143378,2017-09-19,2017-09-25,Corporate,Technology,Phones,Mophie Juice Pack Helium for iPhone,West,Oregon,Springfield,191.98,19.2,0.2,3,2017-09,10-20%
6120,CA-2017-143378,2017-09-19,2017-09-25,Corporate,Office Supplies,Art,Peel-Off China Markers,West,Oregon,Springfield,23.83,6.55,0.2,3,2017-09,10-20%
6121,CA-2017-143378,2017-09-19,2017-09-25,Corporate,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",West,Oregon,Springfield,409.22,61.38,0.2,8,2017-09,10-20%
6122,CA-2017-143378,2017-09-19,2017-09-25,Corporate,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,West,Oregon,Springfield,72.59,-128.24,0.7,2,2017-09,>20%
6123,CA-2017-152660,2017-12-04,2017-12-09,Consumer,Office Supplies,Storage,Advantus Rolling Drawer Organizers,Central,Illinois,Chicago,61.57,4.62,0.2,2,2017-12,10-20%
6124,CA-2015-142139,2015-08-31,2015-09-05,Home Office,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",Central,Texas,Bedford,20.96,6.81,0.2,4,2015-08,10-20%
6125,CA-2017-145772,2017-06-03,2017-06-07,Corporate,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,West,California,Los Angeles,44.75,8.5,0.0,5,2017-06,0%
6126,CA-2017-145772,2017-06-03,2017-06-07,Corporate,Office Supplies,Paper,Xerox 1947,West,California,Los Angeles,11.96,5.38,0.0,2,2017-06,0%
6127,CA-2017-145772,2017-06-03,2017-06-07,Corporate,Office Supplies,Binders,UniKeep View Case Binders,West,California,Los Angeles,3.91,1.27,0.2,1,2017-06,10-20%
6128,CA-2016-124100,2016-03-31,2016-04-06,Consumer,Furniture,Chairs,"Global Value Steno Chair, Gray",East,New York,New York City,328.0,54.67,0.1,6,2016-03,0-10%
6129,US-2014-158400,2014-10-25,2014-10-28,Corporate,Office Supplies,Binders,GBC VeloBind Cover Sets,West,California,San Francisco,49.41,18.53,0.2,4,2014-10,10-20%
6130,CA-2017-162033,2017-03-26,2017-04-02,Home Office,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,South,Virginia,Virginia Beach,53.25,20.77,0.0,3,2017-03,0%
6131,CA-2017-162033,2017-03-26,2017-04-02,Home Office,Office Supplies,Fasteners,Staples,South,Virginia,Virginia Beach,3.76,1.32,0.0,2,2017-03,0%
6132,CA-2014-163447,2014-12-27,2014-12-31,Home Office,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",East,New York,New York City,767.21,161.97,0.1,14,2014-12,0-10%
6133,CA-2017-145737,2017-09-15,2017-09-20,Consumer,Office Supplies,Paper,Xerox 1893,South,Tennessee,Lebanon,163.96,59.44,0.2,5,2017-09,10-20%
6134,CA-2016-148096,2016-08-16,2016-08-19,Corporate,Furniture,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",West,California,Los Angeles,161.28,12.1,0.2,2,2016-08,10-20%
6135,CA-2016-146766,2016-11-04,2016-11-04,Consumer,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,West,California,Chula Vista,192.8,55.91,0.0,4,2016-11,0%
